Question 1:  How many singers do we have ? ||| concert_singer
Question 778:  What are the Asian countries which have a population larger than that of any country in Africa ? ||| world_1
Question 779:  What are the country codes for countries that do not speak English ? ||| world_1
Question 780:  Return the country codes for countries that do not speak English . ||| world_1
Question 781:  What are the country codes of countries where people use languages other than English ? ||| world_1
Question 782:  Give the country codes for countries in which people speak langauges that are not English . ||| world_1
Question 783:  What are the codes of the countries that do not speak English and whose government forms are not Republic ? ||| world_1
Question 784:  Return the codes of countries that do not speak English and do not have Republics for governments . ||| world_1
Question 785:  Which cities are in European countries where English is not the official language ? ||| world_1
Question 786:  What are the names of cities in Europe for which English is not the official language ? ||| world_1
Question 787:  Which unique cities are in Asian countries where Chinese is the official language ? ||| world_1
Question 788:  Return the different names of cities that are in Asia and for which Chinese is the official language . ||| world_1
Question 789:  What are the name , independence year , and surface area of the country with the smallest population ? ||| world_1
Question 790:  Give the name , year of independence , and surface area of the country that has the lowest population . ||| world_1
Question 791:  What are the population , name and leader of the country with the largest area ? ||| world_1
Question 792:  Give the name , population , and head of state for the country that has the largest area . ||| world_1
Question 793:  Return the country name and the numbers of languages spoken for each country that speaks at least 3 languages . ||| world_1
Question 794:  What are the names of countries that speak more than 2 languages , as well as how many languages they speak ? ||| world_1
Question 795:  Find the number of cities in each district whose population is greater than the average population of cities ? ||| world_1
Question 796:  How many cities in each district have a population that is above the average population across all cities ? ||| world_1
Question 797:  Find the government form name and total population for each government form whose average life expectancy is longer than 72 . ||| world_1
Question 798:  What are the different government forms and what is the total population of each for government forms that have an average life expectancy greater than 72 ? ||| world_1
Question 799:  Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72 ? ||| world_1
Question 800:  What are the different continents and the total popuation and average life expectancy corresponding to each , for continents that have an average life expectancy less than 72 ? ||| world_1
Question 801:  What are the names and areas of countries with the top 5 largest area ? ||| world_1
Question 802:  Return the names and surface areas of the 5 largest countries . ||| world_1
Question 803:  What are names of countries with the top 3 largest population ? ||| world_1
Question 804:  Return the names of the 3 most populated countries . ||| world_1
Question 805:  What are the names of the nations with the 3 lowest populations ? ||| world_1
Question 806:  Return the names of the 3 countries with the fewest people . ||| world_1
Question 807:  how many countries are in Asia ? ||| world_1
Question 808:  Count the number of countries in Asia . ||| world_1
Question 809:  What are the names of the countries that are in the continent of Europe and have a population of 80000 ? ||| world_1
Question 810:  Give the names of countries that are in Europe and have a population equal to 80000 . ||| world_1
Question 811:  What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ? ||| world_1
Question 812:  Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 . ||| world_1
Question 813:  What are the cities whose population is between 160000 and 900000 ? ||| world_1
Question 814:  Return the names of cities that have a population between 160000 and 900000 . ||| world_1
Question 815:  Which language is spoken by the largest number of countries ? ||| world_1
Question 816:  Give the language that is spoken in the most countries . ||| world_1
Question 817:  What is the language spoken by the largest percentage of people in each country ? ||| world_1
Question 818:  What are the country codes of the different countries , and what are the languages spoken by the greatest percentage of people for each ? ||| world_1
Question 819:  What is the total number of countries where Spanish is spoken by the largest percentage of people ? ||| world_1
Question 820:  Count the number of countries for which Spanish is the predominantly spoken language . ||| world_1
Question 821:  What are the codes of countries where Spanish is spoken by the largest percentage of people ? ||| world_1
Question 822:  Return the codes of countries for which Spanish is the predominantly spoken language . ||| world_1
Question 823:  How many conductors are there ? ||| orchestra
Question 824:  Count the number of conductors . ||| orchestra
Question 825:  List the names of conductors in ascending order of age . ||| orchestra
Question 826:  What are the names of conductors , ordered by age ? ||| orchestra
Question 827:  What are the names of conductors whose nationalities are not `` USA '' ? ||| orchestra
Question 828:  Return the names of conductors that do not have the nationality `` USA '' . ||| orchestra
Question 829:  What are the record companies of orchestras in descending order of years in which they were founded ? ||| orchestra
Question 830:  Return the record companies of orchestras , sorted descending by the years in which they were founded . ||| orchestra
Question 831:  What is the average attendance of shows ? ||| orchestra
Question 832:  Return the average attendance across all shows . ||| orchestra
Question 833:  What are the maximum and minimum share of performances whose type is not `` Live final '' . ||| orchestra
Question 834:  Return the maximum and minimum shares for performances that do not have the type `` Live final '' . ||| orchestra
Question 835:  How many different nationalities do conductors have ? ||| orchestra
Question 836:  Count the number of different nationalities of conductors . ||| orchestra
Question 837:  List names of conductors in descending order of years of work . ||| orchestra
Question 838:  What are the names of conductors , sorted descending by the number of years they have worked ? ||| orchestra
Question 839:  List the name of the conductor with the most years of work . ||| orchestra
Question 840:  What is the name of the conductor who has worked the greatest number of years ? ||| orchestra
Question 841:  Show the names of conductors and the orchestras they have conducted . ||| orchestra
Question 842:  What are the names of conductors as well as the corresonding orchestras that they have conducted ? ||| orchestra
Question 843:  Show the names of conductors that have conducted more than one orchestras . ||| orchestra
Question 844:  What are the names of conductors who have conducted at more than one orchestra ? ||| orchestra
Question 845:  Show the name of the conductor that has conducted the most number of orchestras . ||| orchestra
Question 846:  What is the name of the conductor who has conducted the most orchestras ? ||| orchestra
Question 847:  Please show the name of the conductor that has conducted orchestras founded after 2008 . ||| orchestra
Question 848:  What are the names of conductors who have conducted orchestras founded after the year 2008 ? ||| orchestra
Question 849:  Please show the different record companies and the corresponding number of orchestras . ||| orchestra
Question 850:  How many orchestras does each record company manage ? ||| orchestra
Question 851:  Please show the record formats of orchestras in ascending order of count . ||| orchestra
Question 852:  What are the major record formats of orchestras , sorted by their frequency ? ||| orchestra
Question 853:  List the record company shared by the most number of orchestras . ||| orchestra
Question 854:  What is the record company used by the greatest number of orchestras ? ||| orchestra
Question 855:  List the names of orchestras that have no performance . ||| orchestra
Question 856:  What are the orchestras that do not have any performances ? ||| orchestra
Question 857:  Show the record companies shared by orchestras founded before 2003 and after 2003 . ||| orchestra
Question 858:  What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003 ? ||| orchestra
Question 859:  Find the number of orchestras whose record format is `` CD '' or `` DVD '' . ||| orchestra
Question 860:  Count the number of orchestras that have CD or DVD as their record format . ||| orchestra
Question 861:  Show the years in which orchestras that have given more than one performance are founded . ||| orchestra
Question 862:  What are years of founding for orchestras that have had more than a single performance ? ||| orchestra
Question 863:  How many high schoolers are there ? ||| network_1
Question 864:  Count the number of high schoolers . ||| network_1
Question 865:  Show the names and grades of each high schooler . ||| network_1
Question 866:  What are the names and grades for each high schooler ? ||| network_1
Question 867:  Show all the grades of the high schoolers . ||| network_1
Question 868:  What is the grade of each high schooler ? ||| network_1
Question 869:  What grade is Kyle in ? ||| network_1
Question 870:  Return the grade for the high schooler named Kyle . ||| network_1
Question 871:  Show the names of all high schoolers in grade 10 . ||| network_1
Question 872:  What are the names of all high schoolers in grade 10 ? ||| network_1
Question 873:  Show the ID of the high schooler named Kyle . ||| network_1
Question 874:  What is Kyle 's id ? ||| network_1
Question 875:  How many high schoolers are there in grade 9 or 10 ? ||| network_1
Question 876:  Count the number of high schoolers in grades 9 or 10 . ||| network_1
Question 877:  Show the number of high schoolers for each grade . ||| network_1
Question 878:  How many high schoolers are in each grade ? ||| network_1
Question 879:  Which grade has the most high schoolers ? ||| network_1
Question 880:  Return the grade that has the greatest number of high schoolers . ||| network_1
Question 881:  Show me all grades that have at least 4 students . ||| network_1
Question 882:  Which grades have 4 or more high schoolers ? ||| network_1
Question 883:  Show the student IDs and numbers of friends corresponding to each . ||| network_1
Question 884:  How many friends does each student have ? ||| network_1
Question 885:  Show the names of high school students and their corresponding number of friends . ||| network_1
Question 886:  What are the names of the high schoolers and how many friends does each have ? ||| network_1
Question 887:  What is the name of the high schooler who has the greatest number of friends ? ||| network_1
Question 888:  Return the name of the high school student with the most friends . ||| network_1
Question 889:  Show the names of high schoolers who have at least 3 friends . ||| network_1
Question 890:  What are the names of high schoolers who have 3 or more friends ? ||| network_1
Question 891:  Show the names of all of the high schooler Kyle 's friends . ||| network_1
Question 892:  Return the names of friends of the high school student Kyle . ||| network_1
Question 893:  How many friends does the high school student Kyle have ? ||| network_1
Question 894:  Count the number of friends Kyle has . ||| network_1
Question 895:  Show ids of all students who do not have any friends . ||| network_1
Question 896:  What are the ids of high school students who do not have friends ? ||| network_1
Question 897:  Show names of all high school students who do not have any friends . ||| network_1
Question 898:  What are the names of students who have no friends ? ||| network_1
Question 899:  Show the ids of high schoolers who have friends and are also liked by someone else . ||| network_1
Question 900:  What are the ids of students who both have friends and are liked ? ||| network_1
Question 901:  Show name of all students who have some friends and also are liked by someone else . ||| network_1
Question 902:  What are the names of high schoolers who both have friends and are liked ? ||| network_1
Question 903:  Count the number of likes for each student id . ||| network_1
Question 904:  How many likes correspond to each student id ? ||| network_1
Question 905:  Show the names of high schoolers who have likes , and numbers of likes for each . ||| network_1
Question 906:  What are the names of high schoolers who have likes , and how many likes does each have ? ||| network_1
Question 907:  What is the name of the high schooler who has the greatest number of likes ? ||| network_1
Question 908:  Give the name of the student with the most likes . ||| network_1
Question 909:  Show the names of students who have at least 2 likes . ||| network_1
Question 910:  What are the names of students who have 2 or more likes ? ||| network_1
Question 911:  Show the names of students who have a grade higher than 5 and have at least 2 friends . ||| network_1
Question 912:  What are the names of high schoolers who have a grade of over 5 and have 2 or more friends ? ||| network_1
Question 913:  How many likes does Kyle have ? ||| network_1
Question 914:  Return the number of likes that the high schooler named Kyle has . ||| network_1
Question 915:  Find the average grade of all students who have some friends . ||| network_1
Question 916:  What is the average grade of students who have friends ? ||| network_1
Question 917:  Find the minimum grade of students who have no friends . ||| network_1
Question 918:  What is the lowest grade of students who do not have any friends ? ||| network_1
Question 919:  Which states have both owners and professionals living there ? ||| dog_kennels
Question 920:  Find the states where both owners and professionals live . ||| dog_kennels
Question 921:  What is the average age of the dogs who have gone through any treatments ? ||| dog_kennels
Question 922:  Find the average age of the dogs who went through treatments . ||| dog_kennels
Question 923:  Which professionals live in the state of Indiana or have done treatment on more than 2 treatments ? List his or her id , last name and cell phone . ||| dog_kennels
Question 924:  Find the id , last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments . ||| dog_kennels
Question 925:  Which dogs have not cost their owner more than 1000 for treatment ? List the dog names . ||| dog_kennels
Question 926:  What are the names of the dogs for which the owner has not spend more than 1000 for treatment ? ||| dog_kennels
Question 927:  Which first names are used for professionals or owners but are not used as dog names ? ||| dog_kennels
Question 928:  Find the first names that are used for professionals or owners but are not used as dog names . ||| dog_kennels
Question 929:  Which professional did not operate any treatment on dogs ? List the professional 's id , role and email . ||| dog_kennels
Question 930:  Give me the id , role and email of the professionals who did not perform any treatment on dogs . ||| dog_kennels
Question 931:  Which owner owns the most dogs ? List the owner id , first name and last name . ||| dog_kennels
Question 932:  Return the owner id , first name and last name of the owner who has the most dogs . ||| dog_kennels
Question 933:  Which professionals have done at least two treatments ? List the professional 's id , role , and first name . ||| dog_kennels
Question 934:  What are the id , role , and first name of the professionals who have performed two or more treatments ? ||| dog_kennels
Question 935:  What is the name of the breed with the most dogs ? ||| dog_kennels
Question 936:  Which breed do the most dogs have ? Give me the breed name . ||| dog_kennels
Question 937:  Which owner has paid for the most treatments on his or her dogs ? List the owner id and last name . ||| dog_kennels
Question 938:  Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs . ||| dog_kennels
Question 939:  What is the description of the treatment type that costs the least money in total ? ||| dog_kennels
Question 940:  Give me the description of the treatment type whose total cost is the lowest . ||| dog_kennels
Question 941:  Which owner has paid the largest amount of money in total for their dogs ? Show the owner id and zip code . ||| dog_kennels
Question 942:  Find the owner id and zip code of the owner who spent the most money in total for his or her dogs . ||| dog_kennels
Question 943:  Which professionals have done at least two types of treatments ? List the professional id and cell phone . ||| dog_kennels
Question 944:  Find the id and cell phone of the professionals who operate two or more types of treatments . ||| dog_kennels
Question 945:  What are the first name and last name of the professionals who have done treatment with cost below average ? ||| dog_kennels
Question 946:  Which professionals have operated a treatment that costs less than the average ? Give me theor first names and last names . ||| dog_kennels
Question 947:  List the date of each treatment , together with the first name of the professional who operated it . ||| dog_kennels
Question 948:  What are the date and the operating professional 's first name of each treatment ? ||| dog_kennels
Question 949:  List the cost of each treatment and the corresponding treatment type description . ||| dog_kennels
Question 950:  What are the cost and treatment type description of each treatment ? ||| dog_kennels
Question 951:  List each owner 's first name , last name , and the size of his for her dog . ||| dog_kennels
Question 952:  What are each owner 's first name , last name , and the size of their dog ? ||| dog_kennels
Question 953:  List pairs of the owner 's first name and the dogs 's name . ||| dog_kennels
Question 954:  What are each owner 's first name and their dogs 's name ? ||| dog_kennels
Question 955:  List the names of the dogs of the rarest breed and the treatment dates of them . ||| dog_kennels
Question 956:  Which dogs are of the rarest breed ? Show their names and treatment dates . ||| dog_kennels
Question 957:  Which dogs are owned by someone who lives in Virginia ? List the owner 's first name and the dog 's name . ||| dog_kennels
Question 958:  Find the first names of owners living in Virginia and the names of dogs they own . ||| dog_kennels
Question 959:  What are the arriving date and the departing date of the dogs who have gone through a treatment ? ||| dog_kennels
Question 960:  Find the arriving date and the departing date of the dogs that received a treatment . ||| dog_kennels
Question 961:  List the last name of the owner owning the youngest dog . ||| dog_kennels
Question 962:  Who owns the youngest dog ? Give me his or her last name . ||| dog_kennels
Question 963:  List the emails of the professionals who live in the state of Hawaii or the state of Wisconsin . ||| dog_kennels
Question 964:  What are the emails of the professionals living in either the state of Hawaii or the state of Wisconsin ? ||| dog_kennels
Question 965:  What are the arriving date and the departing date of all the dogs ? ||| dog_kennels
Question 966:  List the arrival date and the departure date for all the dogs . ||| dog_kennels
Question 967:  How many dogs went through any treatments ? ||| dog_kennels
Question 968:  Count the number of dogs that went through a treatment . ||| dog_kennels
Question 969:  How many professionals have performed any treatment to dogs ? ||| dog_kennels
Question 970:  Find the number of professionals who have ever treated dogs . ||| dog_kennels
Question 971:  Which professionals live in a city containing the substring 'West ' ? List his or her role , street , city and state . ||| dog_kennels
Question 972:  Find the role , street , city and state of the professionals living in a city that contains the substring 'West ' . ||| dog_kennels
Question 973:  Which owners live in the state whose name contains the substring 'North ' ? List his first name , last name and email . ||| dog_kennels
Question 974:  Return the first name , last name and email of the owners living in a state whose name contains the substring 'North ' . ||| dog_kennels
Question 975:  How many dogs have an age below the average ? ||| dog_kennels
Question 976:  Count the number of dogs of an age below the average . ||| dog_kennels
Question 977:  How much does the most recent treatment cost ? ||| dog_kennels
Question 978:  Show me the cost of the most recently performed treatment . ||| dog_kennels
Question 979:  How many dogs have not gone through any treatment ? ||| dog_kennels
Question 980:  Tell me the number of dogs that have not received any treatment . ||| dog_kennels
Question 981:  How many owners temporarily do not have any dogs ? ||| dog_kennels
Question 982:  Find the number of owners who do not own any dogs at this moment . ||| dog_kennels
Question 983:  How many professionals did not operate any treatment on dogs ? ||| dog_kennels
Question 984:  Find the number of professionals who have not treated any dogs . ||| dog_kennels
Question 985:  List the dog name , age and weight of the dogs who have been abandoned ? 1 stands for yes , and 0 stands for no . ||| dog_kennels
Question 986:  What are the dog name , age and weight of the dogs that were abandoned ? Note that 1 stands for yes , and 0 stands for no in the tables . ||| dog_kennels
Question 987:  What is the average age of all the dogs ? ||| dog_kennels
Question 988:  Compute the average age of all the dogs . ||| dog_kennels
Question 989:  What is the age of the oldest dog ? ||| dog_kennels
Question 990:  Tell me the age of the oldest dog . ||| dog_kennels
Question 991:  How much does each charge type costs ? List both charge type and amount . ||| dog_kennels
Question 992:  List each charge type and its amount . ||| dog_kennels
Question 993:  How much does the most expensive charge type costs ? ||| dog_kennels
Question 994:  What is the charge amount of the most expensive charge type ? ||| dog_kennels
Question 995:  List the email , cell phone and home phone of all the professionals . ||| dog_kennels
Question 996:  What are the email , cell phone and home phone of each professional ? ||| dog_kennels
Question 997:  What are all the possible breed type and size type combinations ? ||| dog_kennels
Question 998:  Find the distinct breed type and size type combinations for dogs . ||| dog_kennels
Question 999:  List the first name of all the professionals along with the description of the treatment they have done . ||| dog_kennels
Question 1000:  What are each professional 's first name and description of the treatment they have performed ? ||| dog_kennels
Question 1001:  How many singers are there ? ||| singer
Question 1002:  What is the count of singers ? ||| singer
Question 1003:  List the name of singers in ascending order of net worth . ||| singer
Question 1004:  What are the names of singers ordered by ascending net worth ? ||| singer
Question 1005:  What are the birth year and citizenship of singers ? ||| singer
Question 1006:  What are the birth years and citizenships of the singers ? ||| singer
Question 1007:  List the name of singers whose citizenship is not `` France '' . ||| singer
Question 1008:  What are the names of the singers who are not French citizens ? ||| singer
Question 1009:  Show the name of singers whose birth year is either 1948 or 1949 ? ||| singer
Question 1010:  What are the names of the singers whose birth years are either 1948 or 1949 ? ||| singer
Question 1011:  What is the name of the singer with the largest net worth ? ||| singer
Question 1012:  What is the name of the singer who is worth the most ? ||| singer
Question 1013:  Show different citizenship of singers and the number of singers of each citizenship . ||| singer
Question 1014:  For each citizenship , how many singers are from that country ? ||| singer
Question 1015:  Please show the most common citizenship of singers . ||| singer
Question 1016:  What is the most common singer citizenship ? ||| singer
Question 1017:  Show different citizenships and the maximum net worth of singers of each citizenship . ||| singer
Question 1018:  For each citizenship , what is the maximum net worth ? ||| singer
Question 1019:  Show titles of songs and names of singers . ||| singer
Question 1020:  What are the song titles and singer names ? ||| singer
Question 1021:  Show distinct names of singers that have songs with sales more than 300000 . ||| singer
Question 1022:  what are the different names of the singers that have sales more than 300000 ? ||| singer
Question 1023:  Show the names of singers that have more than one song . ||| singer
Question 1024:  What are the names of the singers that have more than one songs ? ||| singer
Question 1025:  Show the names of singers and the total sales of their songs . ||| singer
Question 1026:  For each singer name , what is the total sales for their songs ? ||| singer
Question 1027:  List the name of singers that do not have any song . ||| singer
Question 1028:  What is the sname of every sing that does not have any song ? ||| singer
Question 1029:  Show the citizenship shared by singers with birth year before 1945 and after 1955 . ||| singer
Question 1030:  What are the citizenships that are shared by singers with a birth year before 1945 and after 1955 ? ||| singer
Question 1031:  How many available features are there in total ? ||| real_estate_properties
Question 1032:  What is the feature type name of feature AirCon ? ||| real_estate_properties
Question 1033:  Show the property type descriptions of properties belonging to that code . ||| real_estate_properties
Question 1034:  What are the names of properties that are either houses or apartments with more than 1 room ? ||| real_estate_properties
